"Hobby";"2-5 years";"138"
"Part_time";"2-5 years";"42"
"Professional";"2-5 years";"15"
"Hobby";"Less than 2 years";"93"
"Part_time";"Less than 2 years";"5"
"Professional";"Less than 2 years";"1"
"Hobby";"More than 5 years";"725"
"Part_time";"More than 5 years";"236"
"Professional";"More than 5 years";"251"
